genotype,s_r vs. LibA_pre
[101100001]+183A,-3.7848173419814013
[111010010]+119T,0.3809078112458063
[000010010]+40T,-0.319786574949522
[000000100]+69T,0.3809078112458063
[000001100]+255T,0.3809078112458063
[000000101]+40T,-2.516175381238345
[100101010]+113C,0.3809078112458063
[100101011]+268A,-2.0238509064775467
[000111011]+183A+241A,0.3809078112458063
[111010101]+41A,0.3809078112458063
[001000001]+160C,-0.7227422714522604
[000000110]+159A,0.3809078112458063
[001000001]+66C,0.3809078112458063
[010000001]+29T,-0.319786574949522
[000101110]+157T,-0.319786574949522
[100000010]+214G,-1.0129337555094673
[000000010]+21T,0.3809078112458063
[100101010]+82T,-2.429316014585711
[010011101]+77C,-0.02455729686235819
[0GG0G0101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-2.111546044177577
[0GG0G0110]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7252516830576863
[010000001]+69T,-0.02455729686235819
[100101101]+252A,-0.02455729686235819
[111010101]+165G,-0.02455729686235819
[111001011]+160C,-0.02455729686235819
[111010101]+169G,-0.02455729686235819
[000101100]+262G,-1.128207379560425
[000000101]+130C,-1.128207379560425
[001000001]+106G,-0.02455729686235819
[000100100]+127C,-0.02455729686235819
[100000010]+122T,-0.02455729686235819
[000010101]+247A,-2.228493308786564
[000000000]+208T,-0.02455729686235819
[000110010]+20T,-1.128207379560425
[000001001]+109A,-3.2500776644492273
[000100010]+246C,-0.02455729686235819
[000100001]+241A,-1.4183988636176317
[100000101]+99A+183A,-0.02455729686235819
[000001011]+110C,-0.7252516830576863
[110010101]+258A,-0.02455729686235819
[100101011]+128T,-0.02455729686235819
[110001010]+265A,-1.8238639717257958
[100011010]+226A,-0.02455729686235819
[000000101]+170G,-0.02455729686235819
[100000001]+234A,-10.017621682788919
[0GG0G0010]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55A+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.02455729686235819
[000100000]+31T,-0.7252516830576863
[000011100]+38C,-1.4183988636176317
[000110100]+33A,-0.02455729686235819
[100000011]+33T,-0.02455729686235819
[100000011]+38C,-1.128207379560425
[110001111]+247A,-1.128207379560425
[000100000]+83C,-0.7252516830576863
[011000001]+113C,-0.02455729686235819
[000011111]+47T,-1.128207379560425
[000100010]+30A,-1.128207379560425
[101000101]+180C,-0.02455729686235819
[010011001]+24A,-3.027084613549178
[100111010]+261G,-0.02455729686235819
[110000100]+210C,-0.02455729686235819
[110000101]+174C,-0.02455729686235819
[010000001]+251A,-0.7252516830576863
[101000101]+64G,-0.02455729686235819
[001000001]+41A,-0.02455729686235819
[011011010]+183A,-0.7252516830576863
[000011011]+241A,-2.429316014585711
[000000100]+97T,-0.7252516830576863
[101000101]+120T,-0.02455729686235819
[001000001]+110A,-0.02455729686235819
[100000010]+35C,-0.02455729686235819
[100000011]+119T,-0.7252516830576863
[010000001]+259G,-0.7252516830576863
[001101101]+183A,-5.1189579646343955
[000000100]+27G,-0.02455729686235819
[100000010]+256G,-0.02455729686235819
[000110111]+25T,-2.3346895954917866
[1G10G1010]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.4183988636176317
[100000101]+82A+183A,-1.128207379560425
[000010011]+131T,-0.7252516830576863
[010011101]+262G,-0.02455729686235819
[000101100]+44A,-1.128207379560425
[000000000]+246C,-0.02455729686235819
[000010010]+162C,-0.02455729686235819
[100000101]+247A,-2.9216404893465096
[001010101]+131T,-0.02455729686235819
[000101101]+189T,-0.02455729686235819
[010000001]+40T,-0.02455729686235819
[010000110]+262G,-0.02455729686235819
[000011101]+70T,-0.02455729686235819
[000011011]+262G,-0.02455729686235819
[010011101]+95A,-0.02455729686235819
[001001111]+82T,-0.02455729686235819
[000000101]+113C,-2.228493308786564
[000000001]+97T,-1.640037523752421
[000000101]+214G,-2.228493308786564
[100000010]+132A,-0.02455729686235819
[001000011]+80A,-1.8238639717257958
[001000000]+246C,-0.02455729686235819
[110000101]+242C,-0.7252516830576863
[001000001]+189T,-0.02455729686235819
[100011011]+214G,-0.02455729686235819
[100011011]+262C,-0.02455729686235819
[101000010]+240A,-0.02455729686235819
[000001011]+34T,-0.7252516830576863
[100001011]+173A,-0.02455729686235819
[111010101]+120T,-0.02455729686235819
[000010001]+205C,-0.02455729686235819
[100101011]+251A,-0.7252516830576863
[100000100]+91T,-2.111546044177577
[110011101]+252A,-0.02455729686235819
[000001011]+97T,-0.02455729686235819
[000000100]+39T,-0.02455729686235819
[1GG0G0100]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55A+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7252516830576863
[111011100]+267A,-0.02455729686235819
[010000001]+167A,-0.02455729686235819
[000101010]+28T,-0.7252516830576863
[100010101]+65T,-0.7252516830576863
[0GG0G0001]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55A+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C+183A,-0.02455729686235819
[00001C0T0]+197G+198A+199C+202G+203C+204T+205G+207C+208A+209T+210G+211T+212C+213A+215C+216A+218T+219A+220C+221G+224A+225G+226A+228C+229A+230C+232T+233G+234T+235G+238T+241T+242C+243G+244T+246C+247G+248C+250G+251C+252G+253C+255A+256T+257C+258A+259T+260A+263T+264C+265A+266C+268G+269C+270A,-0.02455729686235819
[100011011]+38C,-2.111546044177577
[000110011]+126T,-0.7252516830576863
[100000011]+217G,-0.02455729686235819
[000011101]+40T,-0.7252516830576863
[101001111]+247A,-0.02455729686235819
[000101011]+131T,-2.9761476771864235
[000101100]+59C,-0.02455729686235819
[100000011]+126T,-3.7690577883722547
[10T000101],-0.7252516830576863
[000010010]+258A,-0.02455729686235819
[000000010]+183A,-1.8238639717257958
[000010101]+33T,-0.02455729686235819
[000100100]+267A,-0.02455729686235819
[110011011]+41T+183A,-1.128207379560425
[110010010]+41T,-0.7252516830576863
[100000010]+40T,-0.7252516830576863
[000101100]+226A,-2.739653324797771
[01001C0T1]+197G+198A+199C+202G+203C+204T+205G+207C+208A+209T+210G+211T+212C+213A+215C+216A+218T+219A+220C+221G+224A+225G+226A+228C+229A+230C+232T+233G+234T+235G+238T+241T+242C+243G+244T+246C+247G+248C+250G+251C+252G+253C+255A+256T+257C+258A+259T+260A+263T+264C+265A+266C+268G+269C+270A,-0.02455729686235819
[000110100]+28T,-0.02455729686235819
[100001111]+183A+265A,-0.7252516830576863
[101000101]+82A,-0.02455729686235819
[001011101]+20T+183A,-0.7252516830576863
[000101111]+126T,-1.640037523752421
[000000101]+165G,-1.8238639717257958
[001000001]+125G,-0.02455729686235819
[000101100]+103G,-0.02455729686235819
[100110010]+189T,-0.02455729686235819
[000010101]+47T+183A,-0.7252516830576863
[111010101]+74G,-0.02455729686235819
[101000101]+233C,-0.7252516830576863
[000001011]+243A,-0.02455729686235819
[000000100]+212C,-0.02455729686235819
[000101100]+188G,-0.02455729686235819
[000100000]+230G,-0.02455729686235819
[111011100]+80T,-0.02455729686235819
[111000000]+33A,-1.128207379560425
[100000101]+126T,-0.02455729686235819
[001000001]+44A,-0.02455729686235819
[001000001]+211A,-0.02455729686235819
[001001011]+55A,-0.02455729686235819
[101000101]+127C,-1.4183988636176317
[101010101]+270A,-0.7252516830576863
[010011101]+110C,-0.7252516830576863
[100011111]+265A,-0.02455729686235819
[100000010]+42T,-0.02455729686235819
[000110100]+159A,-0.02455729686235819
[111010010]+183A,-1.640037523752421
[100110000]+41T,-0.02455729686235819
[100000011]+49A,-0.7252516830576863
[000100000]+35C,-0.02455729686235819
[000110100]+59C,-0.02455729686235819
[000110010]+59C,-0.02455729686235819
[000101011]+126T,-0.02455729686235819
[111010101]+74G+183A,-0.7252516830576863
[111011011]+119T+183A,-1.8238639717257958
[10000C0T1]+183A+197G+198A+199C+202G+203C+204T+205G+207C+208A+209T+210G+211T+212C+213A+215C+216A+218T+219A+220C+221G+224A+225G+226A+228C+229A+230C+232T+233G+234T+235G+238G+241T+242C+243G+244T+246C+247G+248C+250G+251C+252G+253C+255A+256T+257C+258A+259T+260A+263T+264C+265A+266C+268G+269C+270A,-0.7252516830576863
[100011011]+87T,-1.4183988636176317
[100000101]+212C,-0.02455729686235819
[000001101]+252A,-0.7252516830576863
[010011111]+183A+265A,-0.02455729686235819
[100000011]+234A,-1.4183988636176317
[110011011]+83C,-0.7252516830576863
[000000101]+35C,-2.80375293317788
[101000101]+235C,-0.7252516830576863
[010011101]+256G,-0.7252516830576863
[000111010]+25T,-0.7252516830576863
[001100000]+270A,-0.7252516830576863
[100011100]+62T,-0.7252516830576863
[10011C0C0]+197G+198A+199C+202G+203C+204T+205G+207C+208A+209T+210G+211T+212C+213A+215C+216A+218T+219A+220C+221G+224A+225G+226A+228C+229A+230C+232T+233G+234T+235A+238T+241T+242C+243G+244T+246C+247G+248C+250G+251C+252G+253C+255A+256T+257C+258A+259T+260A+263T+264C+265A+266C+268G+269C+270A,-0.02455729686235819
[100000100]+49T,-1.640037523752421
[010011101]+184T,-0.02455729686235819
[100111011]+72C,-1.128207379560425
[011001100]+267A,-0.02455729686235819
[000100000]+265A,-2.429316014585711
[000101011]+35C,-0.7252516830576863
[001001101]+269A,-0.02455729686235819
[1GG0G0001]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55A+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.02455729686235819
[000000010]+38C,-0.02455729686235819
[000110010]+183A,-0.02455729686235819
[100010010]+240A,-0.02455729686235819
[000111011]+102T,-0.02455729686235819
[000011010]+62A,-0.02455729686235819
[010011101]+159A,-0.7252516830576863
[010011101]+113C,-0.7252516830576863
[000001010]+97T,-0.02455729686235819
[100111101]+41T,-0.02455729686235819
[000000001]+241A,-1.4183988636176317
[000010111]+23T,-0.02455729686235819
[110011101]+49A,-0.7252516830576863
[000001011]+38C,-0.7252516830576863
[101011011]+125G,-0.02455729686235819
[1GG0G0011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.640037523752421
[000000101]+233C,-1.8238639717257958
[110000011]+89T,-2.111546044177577
[101001011]+69T,-0.02455729686235819
[100000011]+261G,-1.128207379560425
[000000101]+117T,-1.4183988636176317
[000000000]+269A,-0.02455729686235819
[000111100]+20T,-0.02455729686235819
[0GG0G1101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7252516830576863
[101001100]+252A,-0.02455729686235819
[001010001]+261G,-0.02455729686235819
[100000101]+215G,-0.02455729686235819
[100111011]+235C,-0.02455729686235819
[010011101]+160C,-1.128207379560425
[000000010]+244A,-0.02455729686235819
[111000110]+87T,-0.02455729686235819
[000010101]+211A,-0.02455729686235819
[011010000]+209G,-0.02455729686235819
[001001011]+95T,-0.7252516830576863
[100T00010],-3.209531570054877
[100111100]+126T,-0.7252516830576863
[001000001]+39T,-0.02455729686235819
[110011111]+47T,-1.128207379560425
[101000101]+211T,-0.02455729686235819
[011101011]+183A,-5.283629707539019
[010001101]+226A,-1.9769399604232887
[000111101]+257C,-0.02455729686235819
[100011011]+86C,-0.02455729686235819
[000011011]+62A,-0.7252516830576863
[100000010]+248T,-0.02455729686235819
[111001011]+41T,-0.02455729686235819
[010011100]+255T,-0.7252516830576863
[100110010]+183A,-1.128207379560425
[100000000]+270A,-0.7252516830576863
[000000001]+85T,-0.02455729686235819
[000011100]+35C,-0.7252516830576863
[101001100]+183A,-0.02455729686235819
[000010000]+47T,-0.7252516830576863
[010000001]+153G,-0.02455729686235819
[110000110]+33T,-0.02455729686235819
[000000101]+96G,-1.4183988636176317
[010000001]+247A,-0.02455729686235819
[0GG0G1111]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55A+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.128207379560425
[010000001]+127C,-0.7252516830576863
[000010010]+165G,-0.02455729686235819
[000010100]+47A,-0.7252516830576863
[110000101]+183A+191C,-0.02455729686235819
[011001010]+183A,-0.7252516830576863
[100000010]+246C,-0.02455729686235819
[100101011]+188G,-0.7252516830576863
[000011110]+113C,-0.02455729686235819
[000101110]+38C,-0.7252516830576863
[110011110]+47T,-0.02455729686235819
[100000101]+183A+261G,-0.02455729686235819
[101000111]+183A,-4.898944669194816
[001100001]+249A,-1.640037523752421
[000100100]+20T,-0.02455729686235819
[110000001]+246C,-0.02455729686235819
[110010101]+227G,-0.02455729686235819
[011000110]+104T,-0.02455729686235819
[010011101]+255A,-0.02455729686235819
[110001011]+41A,-0.02455729686235819
[000101101]+99A,-0.02455729686235819
[110011011]+86G,-0.02455729686235819
[000101100]+157T,-0.02455729686235819
[111000100]+87T,-0.02455729686235819
[000110000]+40T,-0.02455729686235819
[110001011]+20T,-0.7252516830576863
[100110010]+212C,-0.02455729686235819
[100000101]+119T,-0.02455729686235819
[010000101]+128A,-3.027084613549178
[000110101]+82A,-0.02455729686235819
[110010101]+256G,-0.02455729686235819
[101000101]+162C,-0.02455729686235819
[101000101]+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.02455729686235819
[001000001]+234T,-0.02455729686235819
[110010100]+270A,-0.02455729686235819
[000111101]+126T+183A,-0.02455729686235819
[100010101]+270A,-1.128207379560425
[000101010]+74G,-0.7252516830576863
[010000001]+215G,-0.7252516830576863
[101010000]+128T,-0.7252516830576863
[000100101]+21T+183A,-0.02455729686235819
[110010101]+215G,-0.02455729686235819
[011000101]+261G,-0.02455729686235819
[000111110]+254G,-1.9769399604232887
[100000100]+106G,-0.02455729686235819
[000000100]+209G,-0.02455729686235819
[001000001]+131T,-0.02455729686235819
[000010100]+66C,-0.02455729686235819
[100101111]+247A,-1.4183988636176317
[101001011]+269A,-0.02455729686235819
[010011101]+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.02455729686235819
[010000001]+20T,-0.02455729686235819
[000100100]+82A,-0.02455729686235819
[010101011]+131T,-0.02455729686235819
[100000010]+127C,-0.02455729686235819
[001100000]+47T,-2.5157572336261476
[000101111]+131T,-0.02455729686235819
[100011011]+228C,-0.02455729686235819
[0110000T1],-0.02455729686235819
[010000100]+251A,-0.02455729686235819
[001000001]+240A,-0.02455729686235819
[111011011]+20T,-0.02455729686235819
[000011101]+41A,-0.02455729686235819
[000110101]+244A,-1.9769399604232887
[110010011]+47T,-0.02455729686235819
[000010010]+49A,-0.7252516830576863
[100010100]+252A,-1.128207379560425
[010011101]+64G,-0.02455729686235819
[100101100]+183A,-1.128207379560425
[001000001]+107C,-0.02455729686235819
[000010010]+257G,-0.7252516830576863
[001011101]+261G,-0.02455729686235819
[100011011]+261C,-1.128207379560425
[010000001]+160C,-0.02455729686235819
[000010110]+23T,-1.128207379560425
[100000101]+113C+183A,-0.02455729686235819
[110010101]+262C,-0.7252516830576863
[110011011]+43A,-0.02455729686235819
[010001011]+47T,-0.02455729686235819
[000000100]+203A,-1.128207379560425
[101000101]+246C,-0.7252516830576863
[001001111]+30T,-1.128207379560425
[010011101]+83C,-1.4183988636176317
[001000001]+98T,-0.02455729686235819
[100101100]+252A,-0.02455729686235819
[001000001]+260G,-0.7252516830576863
[100000010]+229A,-0.7252516830576863
[100110101]+44T,-0.7252516830576863
[010001101]+128A,-1.8238639717257958
[000001011]+109A,-0.02455729686235819
[101000101]+269A,-0.02455729686235819
[111001011]+43A,-0.7252516830576863
[100111011]+35C,-2.3346895954917866
[0GG0G1101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C+183A,-0.02455729686235819
[000111011]+244A,-0.02455729686235819
[000101101]+65T,-0.7252516830576863
[0GG0G1011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55A+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.128207379560425
[001011100]+267A,-0.02455729686235819
[000101010]+256C,-0.7252516830576863
[100000101]+86C,-0.02455729686235819
[000101011]+256C,-0.7252516830576863
[110001111]+183A+265A,-0.02455729686235819
[111010101]+224T,-0.02455729686235819
[000000110]+252T,-0.02455729686235819
[000010110]+64G,-0.02455729686235819
[100111011]+159A,-1.4183988636176317
[000100000]+38C,-1.4183988636176317
[010000001]+59C,-0.02455729686235819
[110010100]+250A,-0.02455729686235819
[000000101]+190T,-0.7252516830576863
[000110100]+20T,-0.02455729686235819
[010011101]+66C,-0.7252516830576863
[000111011]+41T+183A,-0.02455729686235819
[000000101]+228C,-2.5157572336261476
[010011110]+183A,-1.640037523752421
[011011011]+251A,-0.02455729686235819
[101001011]+42A,-0.02455729686235819
[100000101]+24T,-0.02455729686235819
[010101111]+183A,-5.267826321267762
[100111101]+33T,-1.4183988636176317
[000100000]+233C,-0.02455729686235819
[000010001]+264A,-0.02455729686235819
[011001111]+33T,-0.7252516830576863
[000101000]+44A,-2.5157572336261476
[0GG0G0001]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7252516830576863
[100101010]+98A,-1.9769399604232887
[100111010]+241A,-0.02455729686235819
[110010101]+228C,-0.02455729686235819
[100100010]+157T,-0.7252516830576863
[111011011]+74G,-0.02455729686235819
[000110001]+126T,-1.8238639717257958
[000101110]+188G,-0.02455729686235819
[001010100]+250A,-0.02455729686235819
[000010010]+180C,-0.7252516830576863
[0GG0G0111]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.4183988636176317
[000000101]+254T,-0.02455729686235819
[000000101]+41T,-0.7252516830576863
[100011011]+83C,-0.02455729686235819
[000000000]+159A,-0.7252516830576863
[001001101]+262G,-0.02455729686235819
[101000010]+183A,-1.4183988636176317
[010011101]+209G,-0.02455729686235819
[111001011]+113C,-1.128207379560425
[0GG0G1010]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.4183988636176317
[100101010]+119T,-0.02455729686235819
[111011011]+261C,-0.02455729686235819
[0GG0G1101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55A+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C+183A,-0.02455729686235819
[100111011]+251A,-1.4183988636176317
[110000101]+167T,-0.02455729686235819
[001000001]+62T,-1.128207379560425
[100000010]+68A,-0.02455729686235819
[110100100]+44T,-1.8238639717257958
[010001011]+128T,-1.128207379560425
[111001100]+87T,-0.7252516830576863
[100111010]+269A,-0.02455729686235819
[010011101]+93A,-0.7252516830576863
[0G10G1101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.4183988636176317
[111110101]+268A,-5.087631693303901
[010011101]+40T,-0.02455729686235819
[000100001]+262G,-1.128207379560425
[1GG0G0101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55A+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C+183A,-0.02455729686235819
[001000001]+248T,-0.02455729686235819
[000010110]+128A,-0.02455729686235819
[000011101]+256C,-1.4183988636176317
[000000A00],-0.02455729686235819
[000000001]+38C,-1.128207379560425
[111000101]+199G,-0.02455729686235819
[000101100]+106G,-0.02455729686235819
[000011101]+88C,-0.02455729686235819
[010011101]+252T,-0.02455729686235819
[000000000]+241A,-1.128207379560425
[100000101]+35C,-0.7252516830576863
[110101101]+183A,-4.65633990700293
[001000001]+210C,-0.02455729686235819
[111010100]+119T,-1.640037523752421
[000101011]+103G,-0.02455729686235819
[011010001]+74G,-0.7252516830576863
[000000101]+207A,-1.9769399604232887
[111000101]+83C,-0.7252516830576863
[010011101]+182G,-0.02455729686235819
[010001010]+226A,-0.7252516830576863
[110000101]+215G,-0.02455729686235819
[000010100]+159A,-0.02455729686235819
[001000001]+165G,-0.02455729686235819
[0001011C0],-0.02455729686235819
[011011101]+74G,-1.128207379560425
[000000101]+197T,-0.02455729686235819
[011000001]+40T,-0.02455729686235819
[010000001]+228C,-0.02455729686235819
[111001011]+38C,-0.7252516830576863
[000000101]+157A,-0.02455729686235819
[000110010]+212C,-0.02455729686235819
[11101C0C1]+197G+198A+199C+202G+203C+204T+205G+207C+208A+209T+210G+211T+212C+213A+215C+216A+218T+219A+220C+221G+224A+225G+226A+228C+229A+230C+232T+233G+234T+235A+238T+241T+242C+243G+244T+246C+247G+248C+250G+251C+252G+253C+255A+256T+257C+258A+259T+260A+263T+264C+265A+266C+268G+269C+270A,-0.02455729686235819
[100000101]+183A+256C,-0.02455729686235819
[110010101]+83C,-0.02455729686235819
[010011001]+109A,-1.4183988636176317
[001000001]+100G,-0.02455729686235819
[010001011]+251A,-0.7252516830576863
[000110100]+157T,-0.02455729686235819
[011000001]+256C,-0.02455729686235819
[000010001]+265A,-0.02455729686235819
[100101101]+169G,-0.02455729686235819
[000000011]+97T,-0.02455729686235819
[111010101]+40T,-0.02455729686235819
[100111010]+33T,-2.111546044177577
[111000101]+113C,-1.128207379560425
[100010000]+183A,-0.02455729686235819
[000011110]+214G,-1.128207379560425
[0GG0G1101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.4183988636176317
[101000001]+249A,-1.128207379560425
[100111010]+110C,-0.7252516830576863
[000101110]+256G,-0.02455729686235819
[000000001]+228C,-0.02455729686235819
[000010111]+33T,-2.596475323639988
